mnthborn,yearborn,age,electric,radio,tv,bicycle,educ,ceb,agefbrth,children,knowmeth,usemeth,monthfm,yearfm,agefm,idlnchld,heduc,agesq,urban,urb_educ,spirit,protest,catholic,frsthalf,educ0,evermarr
8,63,25,0.0,0.0,0.0,1.0,0,3,19.0,3,1.0,1.0,1.0,81.0,17.0,0.0,0.0,625,0,0,0,0,0,0,1,1
2,69,19,0.0,1.0,0.0,1.0,7,0,,0,1.0,1.0,,,,4.0,,361,0,0,0,0,0,1,0,0
4,70,18,0.0,1.0,0.0,1.0,7,1,17.0,1,1.0,0.0,,,,6.0,,324,0,0,0,0,0,1,0,0
9,53,35,0.0,0.0,0.0,0.0,3,8,17.0,7,1.0,1.0,3.0,69.0,15.0,2.0,0.0,1225,0,0,1,0,0,0,0,1
11,71,16,0.0,1.0,0.0,0.0,7,1,14.0,1,1.0,1.0,,,,3.0,,256,0,0,0,1,0,0,0,0
1,68,20,0.0,1.0,0.0,0.0,0,1,19.0,1,1.0,0.0,12.0,83.0,15.0,10.0,10.0,400,0,0,0,1,0,1,1,1
6,73,15,0.0,0.0,0.0,0.0,7,0,,0,1.0,0.0,,,,3.0,,225,0,0,0,1,0,1,0,0
12,56,31,0.0,1.0,0.0,1.0,7,4,18.0,3,1.0,1.0,1.0,75.0,18.0,5.0,10.0,961,0,0,0,0,1,0,0,1
1,46,42,0.0,1.0,0.0,1.0,4,9,18.0,7,1.0,0.0,10.0,63.0,17.0,4.0,1.0,1764,0,0,0,0,1,1,0,1
9,54,34,1.0,1.0,0.0,1.0,8,4,18.0,4,1.0,1.0,1.0,75.0,20.0,4.0,7.0,1156,0,0,0,0,1,0,0,1
6,41,47,0.0,1.0,0.0,0.0,3,2,29.0,2,1.0,0.0,12.0,60.0,19.0,4.0,6.0,2209,0,0,1,0,0,1,0,1
6,56,32,1.0,0.0,0.0,1.0,0,4,15.0,4,1.0,1.0,,,,2.0,,1024,0,0,0,0,0,1,1,0
10,43,45,0.0,1.0,0.0,0.0,7,4,17.0,4,1.0,1.0,,,,4.0,,2025,0,0,0,1,0,0,0,0
3,54,34,0.0,1.0,0.0,0.0,12,2,18.0,2,1.0,1.0,8.0,72.0,18.0,4.0,,1156,0,0,1,0,0,1,0,1
9,57,31,0.0,1.0,0.0,0.0,12,3,21.0,2,1.0,1.0,,,,4.0,,961,0,0,0,0,0,0,0,0
12,57,30,0.0,0.0,0.0,0.0,7,3,18.0,3,1.0,1.0,,,,4.0,,900,0,0,1,0,0,0,0,0
10,57,31,0.0,1.0,0.0,1.0,6,3,16.0,3,1.0,1.0,,,,4.0,,961,0,0,1,0,0,0,0,0
4,65,23,0.0,1.0,0.0,0.0,10,1,21.0,1,1.0,0.0,,,,3.0,,529,0,0,0,0,0,1,0,0
10,60,28,0.0,0.0,0.0,0.0,7,3,16.0,3,1.0,1.0,,,,5.0,,784,0,0,0,0,0,0,0,0
5,69,19,0.0,1.0,0.0,0.0,7,0,,0,1.0,0.0,,,,2.0,,361,0,0,1,0,0,1,0,0
6,60,28,0.0,1.0,0.0,0.0,7,3,19.0,3,1.0,1.0,,,,4.0,,784,0,0,1,0,0,1,0,0
5,63,25,0.0,1.0,0.0,1.0,10,2,17.0,2,1.0,1.0,,,,5.0,,625,0,0,1,0,0,1,0,0
6,56,32,0.0,0.0,0.0,0.0,4,7,17.0,5,1.0,0.0,7.0,73.0,17.0,8.0,0.0,1024,0,0,0,1,0,1,0,1
1,52,36,0.0,1.0,0.0,1.0,9,4,18.0,3,1.0,1.0,5.0,73.0,21.0,4.0,10.0,1296,0,0,0,0,0,1,0,1
6,46,42,0.0,1.0,0.0,1.0,3,10,18.0,10,1.0,0.0,2.0,65.0,18.0,6.0,4.0,1764,0,0,0,1,0,1,0,1
9,66,22,0.0,1.0,0.0,1.0,10,1,21.0,1,1.0,0.0,,,,4.0,,484,0,0,0,1,0,0,0,0
5,66,22,0.0,0.0,0.0,0.0,7,1,21.0,0,1.0,1.0,,,,6.0,,484,0,0,0,1,0,1,0,0
6,58,30,0.0,0.0,0.0,0.0,4,4,15.0,2,0.0,0.0,,,,2.0,,900,0,0,0,1,0,1,0,0
11,43,44,0.0,1.0,0.0,0.0,4,7,18.0,6,1.0,1.0,,,,7.0,,1936,0,0,1,0,0,0,0,0
4,71,17,0.0,1.0,0.0,0.0,9,0,,0,1.0,0.0,,,,6.0,,289,0,0,0,1,0,1,0,0
6,55,33,0.0,0.0,0.0,1.0,7,4,19.0,4,1.0,1.0,,,,6.0,,1089,0,0,1,0,0,1,0,0
10,53,35,0.0,0.0,0.0,0.0,6,4,14.0,4,1.0,0.0,,,,7.0,,1225,0,0,0,0,0,0,0,0
6,42,46,0.0,0.0,0.0,0.0,2,9,20.0,8,1.0,0.0,11.0,64.0,22.0,5.0,3.0,2116,0,0,1,0,0,1,0,1
12,69,18,0.0,0.0,0.0,0.0,7,1,18.0,1,1.0,0.0,9.0,86.0,16.0,2.0,7.0,324,0,0,1,0,0,0,0,1
1,72,16,0.0,0.0,0.0,1.0,7,0,,0,1.0,0.0,,,,2.0,,256,0,0,0,0,0,1,0,0
6,70,18,0.0,0.0,0.0,0.0,7,1,17.0,1,1.0,1.0,9.0,85.0,15.0,3.0,5.0,324,0,0,1,0,0,1,0,1
3,63,25,0.0,0.0,0.0,0.0,3,1,22.0,1,1.0,0.0,,,,4.0,,625,0,0,0,1,0,1,0,0
3,66,22,0.0,0.0,0.0,0.0,4,2,18.0,2,1.0,0.0,,,,6.0,,484,0,0,0,1,0,1,0,0
6,60,28,0.0,0.0,0.0,0.0,7,3,20.0,3,1.0,1.0,,,,3.0,,784,0,0,0,1,0,1,0,0
4,69,19,0.0,0.0,0.0,0.0,7,0,,0,0.0,0.0,,,,5.0,,361,0,0,0,1,0,1,0,0
7,70,18,0.0,0.0,0.0,0.0,7,0,,0,1.0,0.0,,,,7.0,,324,0,0,0,0,0,0,0,0
2,68,20,0.0,1.0,0.0,0.0,9,1,19.0,1,1.0,1.0,,,,4.0,,400,0,0,0,1,0,1,0,0
9,41,47,0.0,1.0,0.0,1.0,10,5,29.0,4,1.0,1.0,11.0,70.0,29.0,5.0,10.0,2209,0,0,0,1,0,0,0,1
10,71,17,0.0,0.0,0.0,1.0,7,0,,0,1.0,1.0,,,,4.0,,289,0,0,0,0,0,0,0,0
10,58,30,0.0,1.0,0.0,0.0,7,5,19.0,3,1.0,0.0,11.0,75.0,17.0,2.0,8.0,900,0,0,1,0,0,0,0,1
2,66,22,0.0,0.0,0.0,0.0,3,2,16.0,2,1.0,0.0,,,,4.0,,484,0,0,1,0,0,1,0,0
12,42,45,0.0,1.0,0.0,0.0,2,9,18.0,9,1.0,0.0,,,,4.0,,2025,0,0,1,0,0,0,0,0
9,63,25,0.0,0.0,0.0,0.0,7,2,18.0,1,1.0,1.0,,,,4.0,,625,0,0,0,1,0,0,0,0
1,54,34,0.0,0.0,0.0,0.0,6,6,22.0,6,1.0,0.0,3.0,77.0,23.0,6.0,2.0,1156,0,0,0,1,0,1,0,1
1,63,25,0.0,1.0,0.0,1.0,7,1,21.0,1,1.0,1.0,,,,3.0,,625,0,0,1,0,0,1,0,0
12,61,26,0.0,0.0,0.0,1.0,7,3,19.0,3,1.0,1.0,10.0,80.0,18.0,4.0,,676,0,0,0,0,0,0,0,1
6,56,32,0.0,1.0,0.0,1.0,0,3,29.0,1,1.0,0.0,2.0,80.0,23.0,5.0,0.0,1024,0,0,0,0,0,1,1,1
8,39,49,0.0,1.0,0.0,1.0,0,5,20.0,4,1.0,0.0,,,,5.0,,2401,0,0,0,0,0,0,1,0
1,62,26,0.0,0.0,0.0,0.0,0,6,12.0,5,1.0,1.0,6.0,87.0,25.0,3.0,7.0,676,0,0,1,0,0,1,1,1
5,53,35,0.0,0.0,0.0,0.0,3,6,17.0,5,1.0,1.0,2.0,72.0,18.0,10.0,0.0,1225,0,0,1,0,0,1,0,1
7,62,26,0.0,0.0,0.0,1.0,0,3,15.0,3,1.0,0.0,10.0,76.0,14.0,4.0,,676,0,0,1,0,0,0,1,1
6,69,19,0.0,0.0,0.0,1.0,5,2,17.0,2,1.0,0.0,6.0,83.0,14.0,4.0,0.0,361,0,0,1,0,0,1,0,1
3,60,28,0.0,0.0,0.0,0.0,0,4,19.0,3,1.0,1.0,3.0,79.0,19.0,4.0,0.0,784,0,0,0,1,0,1,1,1
6,70,18,0.0,0.0,0.0,0.0,7,2,16.0,1,1.0,1.0,,,,4.0,,324,0,0,1,0,0,1,0,0
7,64,24,0.0,0.0,0.0,0.0,0,2,19.0,1,0.0,0.0,,,,6.0,,576,0,0,0,1,0,0,1,0
4,53,35,0.0,1.0,0.0,0.0,0,11,13.0,9,1.0,0.0,5.0,66.0,13.0,11.0,0.0,1225,0,0,0,0,0,1,1,1
6,69,19,0.0,1.0,0.0,0.0,0,1,17.0,1,1.0,0.0,,,,4.0,,361,0,0,1,0,0,1,1,0
6,71,17,0.0,0.0,0.0,0.0,0,1,15.0,1,1.0,0.0,,,,5.0,,289,0,0,0,1,0,1,1,0
2,59,29,0.0,0.0,0.0,0.0,6,2,27.0,2,1.0,0.0,4.0,84.0,25.0,5.0,,841,0,0,0,1,0,1,0,1
6,66,22,0.0,1.0,0.0,0.0,0,2,18.0,2,1.0,0.0,8.0,84.0,18.0,4.0,0.0,484,0,0,0,0,0,1,1,1
6,66,22,0.0,0.0,0.0,0.0,0,1,18.0,1,0.0,0.0,2.0,88.0,21.0,6.0,0.0,484,0,0,0,0,0,1,1,1
6,60,28,0.0,0.0,0.0,1.0,10,2,22.0,2,1.0,1.0,12.0,80.0,20.0,5.0,6.0,784,0,0,0,0,0,1,0,1
9,69,19,0.0,1.0,0.0,0.0,7,0,,0,1.0,0.0,,,,2.0,,361,0,0,1,0,0,0,0,0
8,63,25,0.0,0.0,0.0,0.0,0,4,18.0,4,1.0,1.0,,,,6.0,,625,0,0,1,0,0,0,1,0
6,69,19,0.0,0.0,0.0,0.0,0,0,,0,1.0,0.0,,,,6.0,,361,0,0,0,0,0,1,1,0
5,57,31,0.0,0.0,0.0,1.0,0,5,18.0,5,1.0,1.0,6.0,74.0,17.0,5.0,,961,0,0,1,0,0,1,1,1
3,57,31,0.0,0.0,0.0,0.0,0,7,18.0,5,1.0,1.0,7.0,77.0,20.0,8.0,7.0,961,0,0,0,1,0,1,1,1
11,67,20,0.0,1.0,0.0,1.0,10,0,,0,1.0,0.0,7.0,88.0,20.0,6.0,7.0,400,0,0,0,1,0,0,0,1
8,58,30,0.0,0.0,0.0,0.0,8,4,20.0,4,1.0,0.0,3.0,84.0,25.0,5.0,0.0,900,0,0,1,0,0,0,0,1
6,62,26,0.0,1.0,0.0,1.0,8,4,19.0,4,1.0,0.0,1.0,84.0,21.0,4.0,6.0,676,0,0,0,0,0,1,0,1
4,65,23,0.0,1.0,0.0,0.0,0,1,19.0,1,1.0,1.0,2.0,83.0,17.0,5.0,0.0,529,0,0,0,0,0,1,1,1
8,64,24,0.0,0.0,0.0,0.0,0,0,,0,1.0,0.0,1.0,88.0,23.0,5.0,0.0,576,0,0,0,0,0,0,1,1
5,72,16,0.0,1.0,0.0,0.0,6,1,16.0,1,1.0,0.0,,,,1.0,,256,0,0,0,0,0,1,0,0
6,62,26,0.0,1.0,0.0,0.0,0,3,16.0,3,1.0,0.0,10.0,76.0,14.0,6.0,0.0,676,0,0,0,0,0,1,1,1
10,63,24,0.0,0.0,0.0,0.0,0,2,20.0,2,1.0,0.0,,,,6.0,,576,0,0,0,0,0,0,1,0
10,56,31,0.0,0.0,0.0,0.0,0,6,17.0,6,1.0,1.0,6.0,73.0,16.0,6.0,0.0,961,0,0,0,0,0,0,1,1
4,54,34,0.0,1.0,0.0,0.0,0,5,21.0,5,0.0,0.0,6.0,69.0,15.0,13.0,6.0,1156,0,0,0,0,0,1,1,1
4,55,33,0.0,0.0,0.0,0.0,0,6,21.0,6,1.0,0.0,2.0,73.0,17.0,7.0,2.0,1089,0,0,0,0,0,1,1,1
6,69,19,0.0,0.0,0.0,0.0,9,0,,0,1.0,0.0,,,,3.0,,361,0,0,0,0,0,1,0,0
11,54,33,0.0,0.0,0.0,0.0,0,4,16.0,4,1.0,0.0,,,,4.0,,1089,0,0,0,0,0,0,1,0
8,71,17,0.0,0.0,0.0,0.0,6,1,16.0,1,1.0,0.0,,,,1.0,,289,0,0,0,0,0,0,0,0
10,40,47,0.0,0.0,0.0,0.0,0,5,22.0,5,0.0,0.0,1.0,64.0,23.0,5.0,0.0,2209,0,0,0,0,0,0,1,1
8,73,15,0.0,1.0,0.0,1.0,6,0,,0,0.0,0.0,,,,4.0,,225,0,0,1,0,0,0,0,0
9,63,24,0.0,1.0,0.0,1.0,0,2,18.0,2,1.0,0.0,1.0,80.0,16.0,,0.0,576,0,0,1,0,0,0,1,1
9,68,19,0.0,1.0,0.0,1.0,5,0,,0,1.0,0.0,6.0,86.0,17.0,4.0,6.0,361,0,0,0,0,0,0,0,1
8,46,42,0.0,0.0,0.0,0.0,0,0,,0,0.0,0.0,1.0,87.0,40.0,5.0,0.0,1764,0,0,0,0,0,0,1,1
12,53,34,0.0,1.0,0.0,0.0,0,3,22.0,2,1.0,0.0,8.0,77.0,23.0,2.0,6.0,1156,0,0,0,0,0,0,1,1
10,63,24,0.0,0.0,0.0,0.0,0,3,13.0,3,0.0,0.0,,,,3.0,,576,0,0,0,0,0,0,1,0
5,48,40,0.0,1.0,0.0,0.0,0,2,25.0,2,0.0,0.0,6.0,72.0,24.0,5.0,0.0,1600,0,0,1,0,0,1,1,1
6,68,20,0.0,0.0,0.0,0.0,7,1,19.0,1,1.0,0.0,,,,5.0,,400,0,0,0,0,0,1,0,0
1,55,33,0.0,0.0,0.0,0.0,0,4,17.0,4,,0.0,,,,5.0,,1089,0,0,0,0,0,1,1,0
6,39,49,0.0,0.0,0.0,0.0,0,5,13.0,4,1.0,0.0,6.0,52.0,13.0,,,2401,0,0,1,0,0,1,1,1
6,72,16,0.0,0.0,0.0,0.0,7,0,,0,1.0,0.0,,,,3.0,,256,0,0,0,0,0,1,0,0
6,54,34,0.0,1.0,0.0,0.0,0,6,17.0,6,0.0,0.0,10.0,71.0,17.0,6.0,,1156,0,0,0,0,0,1,1,1
10,40,48,0.0,1.0,0.0,1.0,0,9,27.0,8,1.0,1.0,10.0,70.0,30.0,5.0,7.0,2304,0,0,0,0,0,0,1,1
12,49,38,0.0,0.0,0.0,1.0,0,9,19.0,8,1.0,0.0,4.0,67.0,17.0,6.0,0.0,1444,0,0,1,0,0,0,1,1
12,57,30,0.0,1.0,0.0,1.0,7,5,17.0,5,1.0,1.0,9.0,73.0,15.0,2.0,0.0,900,0,0,1,0,0,0,0,1
6,70,18,0.0,0.0,0.0,0.0,0,0,,0,1.0,0.0,9.0,83.0,13.0,10.0,0.0,324,0,0,0,0,0,1,1,1
7,47,41,0.0,0.0,0.0,0.0,0,4,21.0,4,1.0,1.0,9.0,78.0,31.0,3.0,,1681,0,0,0,0,0,0,1,1
12,60,27,0.0,0.0,0.0,0.0,7,4,17.0,4,1.0,1.0,2.0,81.0,20.0,6.0,0.0,729,0,0,1,0,0,0,0,1
1,68,20,0.0,0.0,0.0,0.0,7,0,,0,1.0,1.0,,,,3.0,,400,0,0,1,0,0,1,0,0
9,62,26,0.0,1.0,0.0,0.0,10,1,21.0,0,1.0,1.0,,,,4.0,,676,0,0,0,0,0,0,0,0
4,47,41,0.0,1.0,0.0,0.0,13,6,16.0,6,1.0,1.0,,,,6.0,,1681,0,0,1,0,0,1,0,0
2,70,18,0.0,1.0,0.0,1.0,10,1,18.0,1,1.0,0.0,,,,2.0,,324,0,0,0,1,0,1,0,0
5,73,15,0.0,1.0,0.0,1.0,7,0,,0,1.0,0.0,,,,2.0,,225,0,0,0,1,0,1,0,0
8,55,33,0.0,1.0,0.0,1.0,7,3,17.0,3,1.0,1.0,,,,2.0,,1089,0,0,0,0,0,0,0,0
6,59,29,0.0,1.0,0.0,1.0,0,6,17.0,6,1.0,1.0,9.0,84.0,25.0,8.0,7.0,841,0,0,1,0,0,1,1,1
8,73,15,0.0,1.0,0.0,0.0,8,0,,0,1.0,0.0,,,,4.0,,225,0,0,1,0,0,0,0,0
5,44,44,0.0,0.0,0.0,1.0,4,7,18.0,7,1.0,1.0,11.0,74.0,30.0,4.0,3.0,1936,0,0,0,0,0,1,0,1
9,59,29,0.0,0.0,0.0,0.0,7,2,24.0,2,1.0,1.0,,,,6.0,,841,0,0,0,0,0,0,0,0
10,70,18,0.0,1.0,0.0,1.0,9,0,,0,1.0,0.0,,,,5.0,,324,0,0,0,0,1,0,0,0
6,57,31,0.0,1.0,0.0,1.0,7,6,17.0,6,1.0,1.0,11.0,81.0,24.0,6.0,16.0,961,0,0,0,1,0,1,0,1
3,44,44,0.0,1.0,0.0,0.0,4,3,20.0,2,1.0,1.0,8.0,64.0,20.0,6.0,1.0,1936,0,0,1,0,0,1,0,1
12,68,19,0.0,1.0,0.0,0.0,10,1,18.0,1,1.0,1.0,,,,4.0,,361,0,0,1,0,0,0,0,0
6,44,44,0.0,0.0,0.0,0.0,3,7,17.0,7,1.0,1.0,1.0,60.0,15.0,4.0,0.0,1936,0,0,0,1,0,1,0,1
1,55,33,0.0,1.0,0.0,0.0,0,2,23.0,2,1.0,1.0,,,,3.0,,1089,0,0,1,0,0,1,1,0
3,73,15,0.0,1.0,0.0,0.0,1,0,,0,1.0,0.0,,,,4.0,,225,0,0,1,0,0,1,0,0
3,72,16,0.0,1.0,0.0,0.0,3,1,15.0,0,1.0,1.0,,,,2.0,,256,0,0,1,0,0,1,0,0
2,59,29,0.0,1.0,0.0,0.0,7,0,,0,1.0,0.0,7.0,82.0,23.0,3.0,10.0,841,0,0,0,0,0,1,0,1
11,57,30,0.0,0.0,0.0,0.0,4,0,,0,1.0,0.0,,,,5.0,,900,0,0,1,0,0,0,0,0
4,57,31,0.0,0.0,0.0,1.0,5,4,19.0,4,1.0,1.0,3.0,81.0,23.0,6.0,3.0,961,0,0,1,0,0,1,0,1
4,53,35,0.0,1.0,0.0,0.0,7,5,21.0,5,1.0,1.0,11.0,73.0,20.0,6.0,6.0,1225,0,0,1,0,0,1,0,1
7,39,49,0.0,0.0,0.0,0.0,0,6,19.0,6,1.0,0.0,3.0,57.0,17.0,10.0,2.0,2401,0,0,1,0,0,0,1,1
7,45,43,0.0,1.0,0.0,1.0,14,3,19.0,2,1.0,0.0,8.0,67.0,22.0,5.0,12.0,1849,0,0,0,1,0,0,0,1
8,42,46,0.0,1.0,0.0,1.0,0,5,24.0,5,1.0,1.0,12.0,68.0,26.0,3.0,5.0,2116,0,0,1,0,0,0,1,1
1,56,32,0.0,0.0,0.0,0.0,7,1,26.0,1,1.0,0.0,,,,4.0,,1024,0,0,1,0,0,1,0,0
6,54,34,0.0,0.0,0.0,0.0,3,6,16.0,6,1.0,1.0,1.0,72.0,17.0,6.0,0.0,1156,0,0,0,1,0,1,0,1
3,60,28,0.0,1.0,0.0,1.0,0,5,16.0,5,1.0,0.0,2.0,80.0,19.0,6.0,0.0,784,0,0,1,0,0,1,1,1
6,63,25,0.0,1.0,0.0,1.0,0,3,18.0,2,1.0,0.0,,,,10.0,,625,0,0,1,0,0,1,1,0
12,54,33,0.0,0.0,0.0,0.0,7,4,18.0,4,1.0,1.0,10.0,71.0,16.0,5.0,0.0,1089,0,0,1,0,0,0,0,1
1,50,38,0.0,1.0,0.0,1.0,3,6,18.0,5,1.0,1.0,7.0,67.0,17.0,5.0,1.0,1444,0,0,1,0,0,1,0,1
6,41,47,0.0,1.0,0.0,0.0,3,7,21.0,7,1.0,1.0,2.0,79.0,37.0,6.0,0.0,2209,0,0,0,1,0,1,0,1
5,70,18,0.0,1.0,0.0,0.0,9,0,,0,1.0,0.0,,,,4.0,,324,0,0,0,1,0,1,0,0
1,52,36,0.0,1.0,0.0,0.0,7,6,20.0,5,1.0,1.0,7.0,80.0,28.0,6.0,4.0,1296,0,0,1,0,0,1,0,1
8,73,15,0.0,1.0,0.0,1.0,7,0,,0,1.0,0.0,,,,2.0,,225,0,0,1,0,0,0,0,0
9,68,20,0.0,0.0,0.0,1.0,9,1,19.0,1,1.0,1.0,,,,4.0,,400,0,0,1,0,0,0,0,0
3,45,43,0.0,1.0,0.0,0.0,0,1,15.0,0,1.0,0.0,,,,5.0,,1849,0,0,0,1,0,1,1,0
1,49,39,0.0,1.0,0.0,0.0,6,6,19.0,5,1.0,1.0,,,,6.0,,1521,0,0,0,0,0,1,0,0
11,70,18,0.0,1.0,0.0,0.0,10,1,17.0,1,1.0,0.0,,,,1.0,,324,0,0,0,1,0,0,0,0
6,73,15,0.0,1.0,0.0,0.0,7,0,,0,1.0,0.0,,,,1.0,,225,0,0,0,1,0,1,0,0
9,42,46,0.0,1.0,0.0,0.0,4,6,22.0,6,1.0,0.0,6.0,69.0,26.0,6.0,2.0,2116,0,0,0,0,0,0,0,1
6,70,18,0.0,1.0,0.0,0.0,7,1,17.0,1,1.0,0.0,,,,3.0,,324,0,0,1,0,0,1,0,0
6,65,23,0.0,1.0,0.0,0.0,7,1,23.0,1,1.0,0.0,,,,4.0,,529,0,0,1,0,0,1,0,0
6,73,15,0.0,1.0,0.0,0.0,6,0,,0,1.0,0.0,,,,3.0,,225,0,0,1,0,0,1,0,0
7,54,34,0.0,0.0,0.0,0.0,7,4,21.0,4,1.0,0.0,8.0,74.0,20.0,7.0,0.0,1156,0,0,0,1,0,0,0,1
12,42,45,0.0,0.0,0.0,0.0,3,2,22.0,2,1.0,0.0,,,,6.0,,2025,0,0,1,0,0,0,0,0
1,67,21,0.0,1.0,0.0,1.0,6,3,15.0,3,1.0,1.0,,,,4.0,,441,0,0,1,0,0,1,0,0
12,69,18,0.0,1.0,0.0,1.0,8,0,,0,1.0,1.0,,,,4.0,,324,0,0,1,0,0,0,0,0
10,73,15,0.0,1.0,0.0,1.0,7,0,,0,1.0,0.0,,,,4.0,,225,0,0,1,0,0,0,0,0
11,72,15,0.0,1.0,0.0,0.0,0,0,,0,1.0,0.0,,,,2.0,,225,0,0,1,0,0,0,1,0
1,68,20,0.0,1.0,0.0,0.0,0,1,19.0,0,1.0,0.0,,,,8.0,,400,0,0,0,0,0,1,1,0
11,62,25,0.0,1.0,0.0,1.0,7,3,17.0,3,1.0,1.0,3.0,83.0,20.0,6.0,5.0,625,0,0,0,0,0,0,0,1
9,59,29,0.0,1.0,0.0,0.0,5,3,20.0,3,1.0,1.0,,,,3.0,,841,0,0,0,0,0,0,0,0
12,69,18,0.0,1.0,0.0,0.0,7,2,14.0,2,1.0,1.0,,,,3.0,,324,0,0,1,0,0,0,0,0
12,59,28,0.0,1.0,0.0,1.0,7,3,18.0,3,1.0,1.0,11.0,76.0,16.0,6.0,7.0,784,0,0,0,0,0,0,0,1
9,66,22,0.0,1.0,0.0,1.0,0,2,19.0,2,1.0,1.0,1.0,85.0,18.0,6.0,9.0,484,0,0,0,1,0,0,1,1
1,54,34,0.0,0.0,0.0,0.0,1,6,20.0,6,1.0,0.0,9.0,87.0,33.0,2.0,0.0,1156,0,0,1,0,0,1,0,1
5,51,37,0.0,1.0,0.0,0.0,2,3,22.0,3,1.0,1.0,11.0,70.0,19.0,4.0,,1369,0,0,0,1,0,1,0,1
7,54,34,0.0,1.0,0.0,0.0,4,6,17.0,6,1.0,1.0,12.0,69.0,15.0,4.0,0.0,1156,0,0,1,0,0,0,0,1
5,55,33,0.0,1.0,0.0,0.0,0,4,19.0,4,1.0,1.0,12.0,79.0,24.0,6.0,3.0,1089,0,0,1,0,0,1,1,1
9,56,32,0.0,0.0,0.0,0.0,4,4,22.0,4,1.0,1.0,8.0,87.0,30.0,8.0,7.0,1024,0,0,1,0,0,0,0,1
4,73,15,1.0,0.0,0.0,0.0,7,0,,0,1.0,0.0,,,,5.0,,225,0,0,0,0,1,1,0,0
6,65,23,0.0,1.0,0.0,1.0,0,3,16.0,3,1.0,0.0,,,,4.0,,529,0,0,1,0,0,1,1,0
4,57,31,0.0,1.0,0.0,0.0,6,2,15.0,1,1.0,0.0,,,,10.0,,961,0,0,1,0,0,1,0,0
10,70,18,0.0,1.0,0.0,0.0,10,0,,0,1.0,1.0,,,,5.0,,324,0,0,1,0,0,0,0,0
6,64,24,0.0,0.0,0.0,0.0,0,2,18.0,2,1.0,0.0,,,,4.0,,576,0,0,1,0,0,1,1,0
5,68,20,0.0,0.0,0.0,1.0,7,1,20.0,1,1.0,1.0,,,,4.0,,400,0,0,0,0,1,1,0,0
8,70,18,0.0,1.0,0.0,1.0,10,0,,0,1.0,1.0,,,,4.0,,324,0,0,1,0,0,0,0,0
9,50,38,0.0,0.0,0.0,0.0,0,8,18.0,8,1.0,0.0,12.0,71.0,21.0,10.0,6.0,1444,0,0,1,0,0,0,1,1
10,68,20,0.0,0.0,0.0,0.0,0,0,,0,1.0,0.0,,,,7.0,,400,0,0,1,0,0,0,1,0
6,51,37,0.0,1.0,0.0,0.0,3,4,23.0,4,1.0,0.0,,,,4.0,,1369,0,0,1,0,0,1,0,0
4,63,25,0.0,1.0,0.0,0.0,7,1,24.0,1,1.0,1.0,5.0,85.0,22.0,5.0,7.0,625,0,0,0,0,0,1,0,1
12,72,15,0.0,1.0,0.0,1.0,1,0,,0,1.0,0.0,,,,5.0,,225,0,0,1,0,0,0,0,0
10,49,39,0.0,0.0,0.0,0.0,2,6,19.0,6,1.0,1.0,,,,4.0,,1521,0,0,0,0,0,0,0,0
6,61,27,0.0,0.0,0.0,0.0,6,1,19.0,1,1.0,0.0,11.0,79.0,18.0,3.0,3.0,729,0,0,1,0,0,1,0,1
4,52,36,0.0,0.0,0.0,0.0,5,7,22.0,7,1.0,1.0,12.0,72.0,20.0,7.0,0.0,1296,0,0,1,0,0,1,0,1
7,50,38,0.0,0.0,0.0,0.0,0,6,20.0,6,1.0,1.0,11.0,69.0,19.0,5.0,7.0,1444,0,0,1,0,0,0,1,1
11,63,24,0.0,0.0,0.0,1.0,7,3,18.0,2,1.0,1.0,2.0,83.0,19.0,2.0,0.0,576,0,0,1,0,0,0,0,1
2,60,28,0.0,1.0,0.0,0.0,3,4,19.0,4,1.0,0.0,10.0,85.0,25.0,6.0,0.0,784,0,0,1,0,0,1,0,1
10,57,31,0.0,0.0,0.0,0.0,0,5,19.0,5,1.0,1.0,2.0,84.0,26.0,6.0,7.0,961,0,0,1,0,0,0,1,1
11,71,16,0.0,0.0,0.0,0.0,9,1,16.0,1,1.0,1.0,,,,5.0,,256,0,0,0,1,0,0,0,0
6,73,15,0.0,0.0,0.0,0.0,7,0,,0,1.0,0.0,,,,2.0,,225,0,0,1,0,0,1,0,0
1,64,24,0.0,0.0,0.0,0.0,0,3,15.0,3,1.0,1.0,11.0,85.0,21.0,8.0,0.0,576,0,0,0,0,0,1,1,1
6,72,16,0.0,0.0,0.0,0.0,5,0,,0,1.0,0.0,,,,6.0,,256,0,0,0,0,0,1,0,0
9,61,27,0.0,0.0,0.0,1.0,6,4,14.0,4,1.0,1.0,,,,6.0,,729,0,0,1,0,0,0,0,0
12,54,33,0.0,0.0,0.0,0.0,0,5,19.0,5,1.0,1.0,,,,6.0,,1089,0,0,0,0,0,0,1,0
2,72,16,0.0,0.0,0.0,0.0,7,0,,0,1.0,0.0,,,,4.0,,256,0,0,0,0,0,1,0,0
6,56,32,0.0,1.0,0.0,1.0,6,6,18.0,6,1.0,1.0,12.0,73.0,17.0,6.0,7.0,1024,0,0,1,0,0,1,0,1
2,64,24,0.0,1.0,0.0,1.0,0,2,17.0,2,1.0,1.0,,,,4.0,,576,0,0,1,0,0,1,1,0
6,73,15,0.0,1.0,0.0,1.0,3,1,15.0,1,1.0,0.0,,,,3.0,,225,0,0,0,0,0,1,0,0
