sat,tothrs,colgpa,athlete,verbmath,hsize,hsrank,hsperc,female,white,black,hsizesq
1080,19,3.1500001,0,.83051002,1.8,22,12.222222,0,1,0,3.24
890,98,1.9299999,0,.67925,1.83,23,12.568306,0,1,0,3.3489001
830,13,2.3800001,0,.80435002,1.7,121,71.176468,1,1,0,2.8900001
940,122,2.6900001,0,.91837001,1.83,2,1.0928962,1,1,0,3.3489001
870,52,1.5700001,0,.70587999,1.6,16,10,0,0,1,2.5599999
790,13,1.6900001,0,.83721,1.7,31,18.235294,1,1,0,2.8900001
920,15,1.6,0,1.09091,1.8,46,25.555555,0,1,0,3.24
1190,46,3,0,.72464001,1.6,3,1.875,0,1,0,2.5599999
910,18,2.72,0,.68519002,1.8,37,20.555555,0,1,0,3.24
1070,50,1.96,0,.98148,1.6,38,23.75,1,1,0,2.5599999
860,14,2.5699999,0,1.09756,1.85,29,15.675675,0,1,0,3.4224999
880,18,2.8299999,0,1.04651,1.6,27,16.875,0,1,0,2.5599999
990,96,1.8099999,0,.83332998,1.83,16,8.7431698,0,1,0,3.3489001
1010,50,2.3399999,0,.80356997,1.57,25,15.923567,0,1,0,2.4649
980,73,2.3399999,0,1,1.55,8,5.1612902,1,1,0,2.4024999
930,97,2,0,1.1627899,1.55,29,18.709677,1,1,0,2.4024999
1060,48,2.95,0,.73769999,1.57,7,4.4585986,1,1,0,2.4649
1340,116,3.8299999,0,.83561999,1.55,1,.64516127,0,1,0,2.4024999
860,18,3.05,0,.68627,1.56,54,34.615383,0,1,0,2.4335999
940,72,2.7,0,1,1.55,9,5.8064518,1,1,0,2.4024999
1120,78,2.8399999,0,.83607,1.55,37,23.870968,0,1,0,2.4024999
1140,17,3.9400001,0,1,1.56,1,.64102566,1,1,0,2.4335999
940,68,2.1099999,0,.84314001,1.55,18,11.612904,0,1,0,2.4024999
930,72,2.25,0,.97872001,1.4,39,27.857143,1,1,0,1.96
890,92,2.72,0,.67925,1.68,21,12.5,0,1,0,2.8224001
1150,59,3.27,0,1.01754,1.62,45,27.777779,0,1,0,2.6243999
1000,18,2.1600001,0,1,1.56,29,18.589743,0,1,0,2.4335999
1040,49,2.8900001,0,.89091003,1.65,8,4.848485,0,1,0,2.7225001
700,68,2.3599999,0,.70731997,1.55,70,45.161289,0,0,1,2.4024999
920,18,2.6600001,0,.70370001,6.98,75,10.744986,1,1,0,48.720402
1040,93,2.45,0,.89091003,1.55,12,7.7419353,1,1,0,2.4024999
1040,15,2.9300001,0,.67742002,1.56,16,10.256411,0,1,0,2.4335999
1000,12,2.75,0,.81818002,2.84,35,12.323944,0,1,0,8.0656004
920,14,2.78,0,1,2.63,107,40.68441,1,1,0,6.9169002
870,17,2.23,0,.85105997,2.34,45,19.23077,1,1,0,5.4755998
980,13,3.0699999,0,1.13043,2.73,40,14.652015,0,1,0,7.4528999
1090,12,2.5,0,.87931001,2.34,33,14.102564,0,1,0,5.4755998
1140,46,2.1500001,0,.78125,2.87,39,13.58885,0,1,0,8.2369003
1050,45,1.95,0,.72131002,2.57,95,36.964981,0,1,0,6.6048999
810,51,2.3099999,0,.80000001,2.57,76,29.571985,1,1,0,6.6048999
1050,47,3.0999999,0,1.01923,2.57,30,11.673152,1,1,0,6.6048999
890,16,1.4299999,0,.93478,2.34,88,37.606838,0,1,0,5.4755998
850,48,2.8299999,0,.97674,2.57,46,17.898832,1,1,0,6.6048999
1100,17,3.6400001,0,.80328,2.34,30,12.820513,0,1,0,5.4755998
980,111,2.5799999,0,.88462001,2.57,31,12.062257,0,1,0,6.6048999
920,16,1.87,0,.80391997,2.34,46,19.658119,0,1,0,5.4755998
970,38,2.26,0,.83019,2.57,45,17.509727,0,1,0,6.6048999
890,48,2.6600001,0,.74510002,2.57,36,14.007782,1,1,0,6.6048999
1020,16,4,0,.88889003,2.34,1,.42735043,1,1,0,5.4755998
830,20,2.5,0,.97618997,2.57,122,47.470818,1,1,0,6.6048999
1020,14,.63999999,0,.92453003,2.34,46,19.658119,0,1,0,5.4755998
1070,14,3.1400001,0,.84482998,2.34,36,15.384615,0,1,0,5.4755998
920,16,2.3099999,0,.76923001,2.34,44,18.803419,1,1,0,5.4755998
1030,17,1.64,0,1.14583,2.34,15,6.4102564,1,1,0,5.4755998
880,125,3.3699999,0,.91303998,2.57,4,1.5564202,0,1,0,6.6048999
1020,18,3.4400001,0,.85455,2.34,7,2.9914529,1,1,0,5.4755998
1130,17,.94,0,.98246002,2.34,13,5.5555553,0,1,0,5.4755998
970,17,2.29,0,.97959,2.34,24,10.256411,1,1,0,5.4755998
1320,14,3.8499999,0,.85914999,2.34,3,1.2820513,0,1,0,5.4755998
780,73,3.47,0,.81395,2.57,6,2.3346303,0,1,0,6.6048999
1130,14,0,0,1.0178601,2.34,88,37.606838,0,1,0,5.4755998
820,19,2.3099999,0,1.05,2.34,148,63.247864,0,1,0,5.4755998
1190,99,2.74,0,1.01695,2.57,11,4.2801557,0,1,0,6.6048999
800,111,2.6099999,0,1.66667,2.57,42,16.342413,1,1,0,6.6048999
850,87,2.79,0,.77082998,2.22,22,9.9099102,1,1,0,4.9284
990,84,3.72,0,.83332998,2.22,11,4.9549551,1,1,0,4.9284
940,84,2.5999999,0,.95832998,2.22,33,14.864865,1,1,0,4.9284
1170,43,3.48,0,1.0526299,2.57,6,2.3346303,1,1,0,6.6048999
960,81,2.49,0,1.04255,2.22,36,16.216217,0,1,0,4.9284
760,12,2.25,0,.76744002,2.34,36,15.384615,1,1,0,5.4755998
1140,118,2.78,0,1.1509399,2.57,5,1.9455253,0,1,0,6.6048999
1140,75,3.1199999,0,1.0727299,2.22,20,9.0090094,0,1,0,4.9284
880,18,1.9400001,0,.75999999,2.34,21,8.9743586,1,1,0,5.4755998
860,127,1.79,0,1.45714,2.57,66,25.680933,1,1,0,6.6048999
1020,18,2.1600001,0,1.08163,2.34,26,11.111111,0,1,0,5.4755998
1150,75,2.2,0,.91667002,2.22,18,8.1081085,0,1,0,4.9284
1100,56,2.78,0,.77419001,2.57,35,13.618677,1,1,0,6.6048999
1050,53,3,0,.75,2.57,24,9.338521,0,1,0,6.6048999
1190,94,2.4100001,0,.85938001,2.41,7,2.9045644,0,1,0,5.8081002
960,86,2.3399999,0,1.28571,2.09,54,25.83732,1,1,0,4.3681002
1140,18,1.5,0,1.03571,2.34,25,10.683761,1,1,0,5.4755998
1070,17,2.76,0,.75410002,2.34,30,12.820513,0,1,0,5.4755998
980,93,2.26,0,1.0851099,2.09,18,8.6124401,0,1,0,4.3681002
1060,15,.93000001,0,1.03846,2.34,64,27.350428,1,1,0,5.4755998
870,123,2.01,0,1.12195,2.28,26,11.403509,1,1,0,5.1984
990,17,2.8800001,0,.90385002,2.34,11,4.7008548,1,1,0,5.4755998
1000,17,3.05,0,.96078002,2.34,41,17.521368,0,1,0,5.4755998
1140,17,1.58,0,.89999998,2.34,44,18.803419,0,1,0,5.4755998
1150,18,1.88,0,.94915003,2.34,35,14.957265,0,1,0,5.4755998
1090,14,2.4200001,0,1.22449,2.34,25,10.683761,1,1,0,5.4755998
1200,79,2.6300001,0,1.06897,2.09,4,1.9138756,1,1,0,4.3681002
1350,97,3.29,0,.84931999,2.41,4,1.6597511,0,1,0,5.8081002
960,13,1.6900001,0,1.13333,2.34,47,20.08547,1,1,0,5.4755998
1020,113,3.47,0,.72881001,2.41,3,1.2448133,0,1,0,5.8081002
1010,15,3.1300001,0,1.06122,2.34,16,6.8376069,1,1,0,5.4755998
1030,16,3.3099999,0,1.1020401,2.34,23,9.8290596,0,1,0,5.4755998
960,88,2.0899999,0,1,2.09,26,12.440191,0,1,0,4.3681002
1160,83,2.72,0,.87097001,2.09,14,6.6985645,0,1,0,4.3681002
940,91,2.5,0,.80769002,2.41,16,6.6390042,0,1,0,5.8081002
820,61,3.1099999,0,.90697998,2,37,18.5,1,1,0,4
1000,16,3.1199999,0,.88678998,2.34,34,14.529915,1,1,0,5.4755998
1350,17,3.23,0,.92856997,2.34,31,13.247863,0,1,0,5.4755998
990,14,2.21,0,.73684001,2.34,20,8.5470085,1,1,0,5.4755998
1030,17,2.4100001,0,.77586001,2.34,29,12.393163,0,1,0,5.4755998
890,49,2.53,0,.81633002,2,89,44.5,0,1,0,4
950,18,2.55,0,.86274999,2.04,30,14.705882,1,1,0,4.1616001
1150,12,2.0799999,0,.79688001,2.34,50,21.367521,0,1,0,5.4755998
1020,57,2.75,0,.85455,2,4,2,0,1,0,4
970,102,2.26,0,.76363999,2.41,13,5.3941908,1,1,0,5.8081002
940,13,2.0699999,0,.74074,2.34,80,34.188034,0,1,0,5.4755998
1070,87,2.5999999,1,.84482998,1.27,25,19.68504,0,1,0,1.6129
1090,54,3.1600001,0,.67692,1.37,6,4.3795619,1,1,0,1.8769
1260,49,4,0,.82608998,1.37,4,2.919708,0,1,0,1.8769
940,112,2.9100001,0,1.08889,1.21,66,54.545456,0,1,0,1.4641
1080,57,2.24,0,.96363997,1.37,17,12.408759,0,1,0,1.8769
1260,18,4,0,1,1.27,19,14.960629,0,1,0,1.6129
1040,19,3.4200001,0,1.03922,1.28,5,3.90625,1,1,0,1.6384
1120,48,2.54,0,.83607,1.37,10,7.2992702,0,1,0,1.8769
880,18,2.1099999,0,.54386002,1.28,69,53.90625,0,1,0,1.6384
1130,76,3.96,0,.85246003,1.27,1,.78740156,0,1,0,1.6129
1040,47,2.78,0,.89091003,1.37,18,13.138686,0,1,0,1.8769
930,53,3.52,0,.57626998,1.37,7,5.109489,1,1,0,1.8769
800,19,1.84,0,.86047,.86,6,6.9767442,0,0,1,.7396
690,115,2.5699999,1,.60465002,.79,12,15.189874,0,0,1,.62410003
800,16,2.1800001,0,1,1.34,5,3.7313433,1,0,1,1.7956001
990,101,2.6700001,0,.90385002,1.22,1,.81967211,1,0,1,1.4884
1200,16,2.5,0,1.0339,.46,3,6.521739,0,1,0,.21160001
790,44,2,0,.68085003,.41,15,36.585365,0,1,0,.1681
1210,51,2.6400001,0,.98360997,.41,1,2.4390244,0,1,0,.1681
1060,92,1.86,0,1.12,.45,23,51.111111,1,1,0,.2025
1130,17,1.8200001,0,.94827998,.46,8,17.391304,0,1,0,.21160001
1030,104,2.8399999,0,1.01961,.23,9,39.130436,1,1,0,.052900001
810,43,2.3399999,0,.97561002,.26,5,19.23077,1,1,0,.067599997
830,19,2.3099999,0,.93023002,.35,20,57.142857,0,1,0,.1225
900,73,2.5,0,1.04545,.2,4,20,1,1,0,.039999999
970,115,2.1300001,0,.94,.23,8,34.782608,0,1,0,.052900001
1020,120,3.46,0,.78947002,.22,3,13.636364,1,1,0,.0484
1090,41,2.29,0,1.0566,.26,4,15.384615,0,1,0,.067599997
1020,112,3.23,0,.85455,3.73,56,15.013405,0,1,0,13.9129
1070,101,2.53,0,.87718999,3.73,83,22.25201,0,1,0,13.9129
980,15,3,0,.68966001,4.15,130,31.325302,0,1,0,17.2225
1090,92,2.22,0,.84745997,3.73,73,19.571045,1,1,0,13.9129
790,14,.85000002,0,.71739,4.15,156,37.590363,0,1,0,17.2225
1200,108,2.8900001,0,.76471001,3.73,34,9.1152811,0,1,0,13.9129
1230,14,3.71,0,.89231002,4.15,9,2.1686747,0,1,0,17.2225
1220,13,3.53,0,.87691998,4.2,4,.95238096,1,1,0,17.639999
1390,98,3.5,0,.95775002,3.73,5,1.3404826,0,1,0,13.9129
1030,11,1.27,0,1.14583,4.15,211,50.843372,0,1,0,17.2225
970,116,2.9300001,0,.79629999,3.73,26,6.9705095,0,1,0,13.9129
1300,17,4,0,.91175997,4.15,2,.48192772,0,1,0,17.2225
910,20,2.2,0,1.21951,4.15,246,59.277107,0,1,0,17.2225
860,48,2.5,0,.91110998,3.9,37,9.4871798,1,1,0,15.21
1220,46,2.95,0,.84847999,3.9,27,6.9230771,0,1,0,15.21
1140,117,3,0,.78125,3.73,62,16.621984,1,1,0,13.9129
1050,40,1.87,0,1.01923,3.9,67,17.179487,0,1,0,15.21
1170,39,2.3299999,0,.77272999,3.9,40,10.256411,0,1,0,15.21
1060,73,1.91,0,.82758999,3.73,124,33.243969,0,1,0,13.9129
910,47,3.02,0,.56897002,3.9,62,15.897436,1,1,0,15.21
1000,92,3.0899999,0,.85184997,4.15,37,8.9156628,0,1,0,17.2225
980,72,2.0899999,0,1,4.15,166,40,0,1,0,17.2225
1080,12,2.25,0,.83051002,4.15,79,19.036144,0,1,0,17.2225
850,102,2.26,0,.97674,3.73,64,17.158176,0,0,1,13.9129
990,78,1.88,0,.67796999,4.15,66,15.903614,0,0,1,17.2225
1140,28,3.03,0,.72727001,3.9,21,5.3846154,1,1,0,15.21
1310,45,3.1099999,0,.74667001,3.9,18,4.6153846,1,1,0,15.21
840,17,2.47,0,.68000001,4.15,74,17.831326,0,1,0,17.2225
1320,17,2.9400001,0,1,4.15,8,1.9277109,0,1,0,17.2225
1030,43,1.6900001,0,.63492,3.9,245,62.820515,0,1,0,15.21
990,16,2.8099999,0,1.25,4.15,77,18.554216,0,1,0,17.2225
980,122,2.3499999,0,.81480998,3.73,71,19.034853,0,1,0,13.9129
1010,16,2,0,.80356997,4.15,32,7.7108436,0,1,0,17.2225
1050,10,3.3,0,.98113,4.15,106,25.54217,1,1,0,17.2225
1050,41,2.24,0,.94444001,3.9,90,23.076923,0,1,0,15.21
1120,53,2.5599999,0,.72307998,3.9,78,20,0,1,0,15.21
810,47,2.25,0,.58824003,3.9,70,17.948717,1,1,0,15.21
1010,52,2.5899999,0,.74137998,3.9,49,12.564102,0,1,0,15.21
910,47,2.4000001,0,.97825998,3.65,67,18.356165,0,1,0,13.3225
810,114,2.53,0,.84091002,4.01,57,14.214464,1,1,0,16.080099
1360,74,3.02,0,.94286001,4.29,4,.93240094,0,1,0,18.4041
1010,18,3.1600001,0,.83635998,4.16,4,.96153843,1,1,0,17.305599
1070,88,2.01,0,.81356001,4.01,75,18.703241,0,1,0,16.080099
1090,14,3.8499999,0,1.0566,4.16,1,.24038461,0,1,0,17.305599
1190,46,2.0599999,0,.75,3.65,9,2.4657533,0,1,0,13.3225
1180,41,3.5599999,1,.71013999,3.65,3,.82191783,1,1,0,13.3225
1200,84,3.0799999,0,.875,4.29,10,2.3310022,1,1,0,18.4041
1100,16,3.3099999,0,.92982,4.16,10,2.4038463,1,1,0,17.305599
1010,16,2,0,.77192998,4.16,63,15.144231,1,1,0,17.305599
1100,46,2.5599999,0,.89655,3.65,37,10.136987,0,1,0,13.3225
890,80,2.4100001,0,.74510002,.6,5,8.333333,1,1,0,.36000001
820,70,1.98,0,.86364001,.57,3,5.2631578,1,0,1,.3249
750,30,1.7,0,.74418998,.54,5,9.2592592,0,0,1,.29159999
970,34,2.1400001,0,.86537999,.26,18,69.230766,0,1,0,.067599997
820,17,2.52,0,.78261,.32,3,9.375,1,1,0,.1024
1050,42,2.28,0,.94444001,.31,8,25.806452,0,1,0,.096100003
930,11,1.09,0,.60345,.77,15,19.48052,0,1,0,.59289998
990,47,2.55,0,1.10638,.87,18,20.689655,0,0,1,.75690001
1050,51,2.98,0,.875,.34,4,11.764706,1,1,0,.1156
950,110,2.22,0,1.06522,.35,16,45.714287,0,1,0,.1225
850,112,3.1199999,0,.88889003,.35,8,22.857143,0,1,0,.1225
1080,47,3.3800001,0,.77048999,.34,5,14.705882,0,1,0,.1156
970,16,4,0,.86537999,.29,3,10.344828,1,1,0,.084100001
910,81,2.9100001,0,.81999999,.36,2,5.5555553,1,1,0,.1296
900,16,.68000001,0,1,.29,21,72.413795,0,1,0,.084100001
870,68,2.3900001,0,.67308003,.36,18,50,0,1,0,.1296
820,90,3.03,0,.63999999,.35,9,25.714285,0,1,0,.1225
940,81,2.3800001,0,.80769002,.36,9,25,1,1,0,.1296
720,75,2.05,0,.94594997,1.35,21,15.555555,0,1,0,1.8225
1180,66,3.3299999,0,1.0701801,.44,1,2.2727273,1,1,0,.1936
1060,79,2.1800001,0,.70968002,.34,10,29.411764,0,1,0,.1156
840,54,2.8800001,0,.82608998,.29,2,6.8965516,1,1,0,.084100001
1150,42,3.8299999,0,.85483998,1.45,3,2.0689654,0,1,0,2.1025
990,55,1.8099999,0,1.0204099,1.18,28,23.728813,0,1,0,1.3924
1130,42,2.1600001,0,.88332999,1.45,8,5.5172415,1,1,0,2.1025
1130,80,2.9100001,0,1.0545501,1.18,6,5.0847459,0,0,1,1.3924
1120,52,2.1500001,0,.75,1.45,20,13.793103,0,1,0,2.1025
770,16,1.1799999,0,.75,1.43,12,8.3916082,0,1,0,2.0448999
960,46,2.5999999,0,.92000002,1.45,13,8.965517,1,1,0,2.1025
1230,18,3.3800001,0,.83582002,1.43,3,2.0979021,0,1,0,2.0448999
680,49,3.75,0,1.0606101,.25,2,8,1,1,0,.0625
1080,60,2.9300001,0,.92856997,.15,2,13.333333,0,1,0,.022500001
1050,51,4,0,1.2826101,.25,1,4,1,1,0,.0625
780,59,2.0999999,0,.90244001,.15,6,40,0,1,0,.022500001
800,108,2.3599999,0,.73913002,.21,5,23.809525,1,1,0,.044100001
910,112,3.0599999,0,1.06818,.21,1,4.7619047,1,1,0,.044100001
1070,94,1.9299999,0,.87718999,1.91,33,17.277487,0,1,0,3.6480999
920,32,1.9,0,.76923001,2.54,84,33.070866,0,1,0,6.4516001
890,17,.94,0,.97777998,2.24,140,62.5,1,1,0,5.0176001
820,42,2.1099999,0,1.10256,2.54,40,15.748032,1,0,1,6.4516001
960,114,3.24,0,.84614998,1.91,20,10.471204,1,0,1,3.6480999
930,47,1.63,0,.78846002,2.54,89,35.039371,0,1,0,6.4516001
1120,18,2.22,0,.83607,2.11,66,31.279621,1,1,0,4.4520998
770,16,2.3099999,0,1.2647099,2.79,48,17.204302,1,1,0,7.7841001
960,119,3.52,0,.92000002,1.91,7,3.6649215,1,1,0,3.6480999
910,105,3.6900001,0,.71697998,1.91,36,18.848167,0,1,0,3.6480999
950,120,1.97,0,1.31707,1.91,40,20.942408,1,0,1,3.6480999
1050,46,3.5,0,.875,2.54,33,12.992126,0,1,0,6.4516001
880,46,1.9299999,0,.75999999,2.54,127,50,0,1,0,6.4516001
970,16,2.1800001,0,1.02083,2.11,40,18.957346,1,1,0,4.4520998
850,48,1.85,0,.97674,2.54,99,38.976379,0,1,0,6.4516001
810,78,2.8699999,0,.88371998,1.93,12,6.2176166,1,1,0,3.7249
930,73,2.4200001,0,.89796001,1.72,10,5.8139534,1,1,0,2.9584
900,79,2.5,0,1.25,2.53,36,14.229249,1,1,0,6.4008999
1320,15,2.0599999,0,.83332998,2.87,26,9.0592337,0,1,0,8.2369003
1090,80,3.1600001,0,.94643003,2.53,7,2.7667985,1,1,0,6.4008999
970,18,2.05,0,.83019,2.11,23,10.900474,1,1,0,4.4520998
630,114,2.27,1,.80000001,2.46,160,65.040649,0,1,0,6.0516
1080,132,2.6500001,0,.74194002,1.91,26,13.612565,1,0,1,3.6480999
1180,49,3.02,0,.87301999,2.54,11,4.3307085,1,1,0,6.4516001
1130,16,3.0599999,0,.76563001,2.11,12,5.6872039,0,1,0,4.4520998
850,82,2.71,0,1.17949,2.53,46,18.181818,1,1,0,6.4008999
1050,114,2.6700001,0,.84210998,1.91,28,14.659686,0,1,0,3.6480999
1010,41,1.9,0,.80356997,2.54,36,14.173228,0,1,0,6.4516001
970,114,3.5,0,.76363999,1.91,39,20.418848,0,1,0,3.6480999
1060,122,3.05,0,1.03846,1.91,22,11.518325,1,1,0,3.6480999
880,10,2,0,.91303998,2.11,85,40.284359,0,1,0,4.4520998
1020,77,3.29,0,.78947002,2.53,10,3.9525692,1,1,0,6.4008999
1000,16,2.4300001,0,1.12766,2.11,34,16.113745,1,1,0,4.4520998
1050,30,2,0,.875,2.54,96,37.795277,0,1,0,6.4516001
1120,75,2.6900001,0,.69696999,2.53,13,5.13834,0,1,0,6.4008999
710,12,2,0,1.44828,2.87,144,50.174217,0,0,1,8.2369003
1060,77,2.6400001,0,1.16327,2.53,27,10.671937,1,1,0,6.4008999
1000,40,2.6500001,0,1.12766,2.87,53,18.4669,1,1,0,8.2369003
1200,128,2.1800001,0,.76471001,1.91,15,7.8534031,0,1,0,3.6480999
950,22,2.8599999,0,.72727001,2.11,6,2.8436019,1,1,0,4.4520998
1060,14,1.64,0,1.03846,2.11,39,18.483412,0,1,0,4.4520998
1050,76,2.5999999,0,.72131002,2.53,16,6.3241105,1,0,1,6.4008999
840,12,2.25,0,.95349002,2.79,68,24.372761,0,1,0,7.7841001
1100,41,2.8499999,0,.89655,2.54,8,3.1496062,0,1,0,6.4516001
890,51,2.4100001,0,.93478,2.53,48,18.972332,0,1,0,6.4008999
1070,16,3.4300001,0,.87718999,2.11,7,3.3175356,0,1,0,4.4520998
1100,72,3.1600001,0,.89655,2.53,3,1.1857708,0,1,0,6.4008999
980,45,3.5999999,0,.95999998,2.54,9,3.5433071,1,1,0,6.4516001
930,42,2.04,0,.82353002,2.54,38,14.960629,0,1,0,6.4516001
1060,75,2.5599999,0,.92727,2.53,40,15.810277,1,0,0,6.4008999
990,97,1.71,0,1.1521699,1.91,82,42.931938,0,1,0,3.6480999
1130,12,3.75,0,1.0178601,2.11,30,14.21801,1,1,0,4.4520998
840,17,1.8200001,0,.78723001,2.54,16,6.2992125,1,1,0,6.4516001
880,44,1.9,0,1.04651,2.54,56,22.047245,0,1,0,6.4516001
1050,82,2.3699999,0,.84210998,2.53,57,22.529644,1,1,0,6.4008999
1100,13,1.23,0,.80328,2.11,58,27.488152,0,1,0,4.4520998
920,112,2.5599999,0,1.04444,1.91,84,43.979057,0,1,0,3.6480999
880,121,3.3099999,0,.75999999,1.91,30,15.706806,1,1,0,3.6480999
1080,50,3.8199999,0,.86207002,2.54,4,1.5748031,0,0,0,6.4516001
1030,47,2.97,0,1.1020401,2.54,14,5.5118113,0,1,0,6.4516001
1120,88,1.88,0,.72307998,2.53,20,7.9051385,0,1,0,6.4008999
860,18,1.33,0,.72000003,2.11,83,39.336494,0,1,0,4.4520998
1000,17,2.7,0,.75439,2.11,12,5.6872039,0,0,0,4.4520998
1150,48,3.52,0,.88524997,2.46,7,2.8455284,1,1,0,6.0516
1060,112,2.03,0,.79661,2.34,90,38.46154,0,1,0,5.4755998
1020,119,3.0899999,0,.88889003,2.92,2,.68493152,1,1,0,8.5263996
990,103,3.1300001,0,.94117999,2.34,23,9.8290596,0,1,0,5.4755998
1140,77,3.1500001,0,.89999998,2.56,24,9.375,0,1,0,6.5535998
950,17,2.3499999,0,1.0212801,2.58,15,5.8139534,1,1,0,6.6564002
1170,57,2.8,0,1.34,2.56,20,7.8125,0,1,0,6.5535998
1290,69,3.24,0,.72000003,2.56,2,.78125,0,1,0,6.5535998
1210,45,2.8800001,0,.72856998,2.46,23,9.3495932,1,1,0,6.0516
1100,77,2.6199999,0,1.03704,2.56,52,20.3125,0,1,0,6.5535998
1010,42,2.3499999,0,.83635998,2.46,46,18.699186,0,1,0,6.0516
1400,50,3.74,0,.91781002,2.46,1,.40650406,0,1,0,6.0516
940,61,2.29,1,.64911997,2.56,58,22.65625,0,1,0,6.5535998
980,68,1.83,0,.71929997,2.56,36,14.0625,0,0,1,6.5535998
1060,83,3.3800001,0,.79661,2.56,11,4.296875,1,1,0,6.5535998
1020,49,2.02,0,.88889003,2.56,26,10.15625,0,1,0,6.5535998
1000,119,2.96,0,.88678998,2.34,18,7.6923075,1,1,0,5.4755998
1070,41,2.8,0,.81356001,2.46,6,2.4390244,0,1,0,6.0516
1270,91,3.9300001,0,.98438001,2.56,1,.390625,0,1,0,6.5535998
1270,83,1.87,0,.81428999,2.51,31,12.350597,0,1,0,6.3000998
1030,115,2.23,0,.94340003,2.34,29,12.393163,1,1,0,5.4755998
1000,14,1,0,.88678998,2.46,70,28.455284,0,1,0,6.0516
1020,78,2.0599999,0,.85455,2.51,41,16.334661,0,1,0,6.3000998
1090,51,3.47,0,.84745997,2.46,19,7.723577,0,1,0,6.0516
960,14,2.78,0,.92000002,2.46,15,6.0975609,1,1,0,6.0516
1020,102,2.6700001,0,1.04,5.18,45,8.6872587,1,0,0,26.832399
1220,79,2.96,0,1,5.22,52,9.9616861,0,1,0,27.2484
1060,16,3.3099999,0,.79661,4.89,74,15.132924,1,1,0,23.9121
1070,16,1.62,0,.94545001,4.89,39,7.9754601,1,1,0,23.9121
920,45,2.04,0,1,5.84,332,56.849316,0,1,0,34.105598
860,93,2.1900001,0,.86957002,5.18,83,16.023167,1,1,0,26.832399
1020,108,3.27,0,.96153998,5.18,17,3.2818532,0,1,0,26.832399
1140,45,2.8599999,0,1,5.56,36,6.4748201,0,1,0,30.913601
1070,12,2,0,.81356001,4.89,384,78.527611,1,1,0,23.9121
1140,50,3.6600001,0,.83871001,5.56,10,1.7985611,1,1,0,30.913601
1190,18,2.4400001,0,1.125,4.89,140,28.629856,1,1,0,23.9121
1050,16,2.1800001,0,1.01923,4.89,117,23.92638,1,1,0,23.9121
930,47,2.4000001,0,.9375,4.77,163,34.171909,0,1,0,22.752899
1070,78,1.88,0,.87718999,5.22,99,18.965517,0,1,0,27.2484
1340,49,2.95,0,1,4.77,26,5.4507337,0,1,0,22.752899
950,78,2.3800001,0,.69643003,5.22,49,9.3869734,1,1,0,27.2484
1040,37,2.9400001,0,.73333001,4.77,40,8.3857441,0,1,0,22.752899
890,15,2.53,0,.77999997,4.89,113,23.108385,1,1,0,23.9121
1080,71,2.1400001,0,.77048999,5.22,45,8.6206894,0,0,1,27.2484
900,102,2.79,0,1.19512,5.18,22,4.2471042,1,1,0,26.832399
880,18,2.55,0,1.14634,4.89,75,15.337423,1,1,0,23.9121
1030,120,2.76,0,.90741003,5.18,60,11.583012,1,1,0,26.832399
1270,93,3.3800001,0,.92423999,5.18,35,6.7567568,0,1,0,26.832399
780,17,2,0,.625,5.91,128,21.658207,0,0,0,34.928101
1060,123,2.1099999,0,.89286,5.18,174,33.590733,0,1,0,26.832399
850,18,1.05,0,.88889003,5.18,289,55.791504,0,1,0,26.832399
930,48,1.72,0,.86000001,4.77,169,35.429768,0,1,0,22.752899
1180,43,2.53,0,.84375,4.77,17,3.5639412,0,1,0,22.752899
880,13,2.0699999,0,1.14634,4.89,67,13.701431,0,1,0,23.9121
960,15,3.0599999,0,.92000002,4.89,99,20.245399,0,1,0,23.9121
1010,106,2.6199999,0,.98039001,5.18,24,4.6332045,1,1,0,26.832399
1370,83,3.3699999,0,.85135001,5.22,2,.38314176,0,1,0,27.2484
1300,80,3.6700001,0,.75676,5.22,11,2.1072798,0,1,0,27.2484
950,110,2.8699999,0,1.375,5.18,53,10.23166,1,1,0,26.832399
940,112,2.73,0,.95832998,5.18,103,19.884171,0,1,0,26.832399
980,14,2.71,0,1.0851099,4.89,89,18.200409,0,1,0,23.9121
1180,17,2.1700001,0,.90323001,4.89,101,20.654396,0,1,0,23.9121
980,79,3.05,0,.95999998,5.22,63,12.068966,1,1,0,27.2484
910,13,3.0699999,0,.81999999,4.89,145,29.652351,0,1,0,23.9121
910,40,2.3499999,0,.81999999,4.77,125,26.20545,0,1,0,22.752899
1220,76,2.77,0,.96774,5.22,13,2.4904215,0,1,0,27.2484
1250,86,2.3199999,0,1.01613,5.22,75,14.367816,0,1,0,27.2484
870,28,2.0699999,0,.74000001,4.77,116,24.318659,1,0,1,22.752899
980,16,3.75,0,1.04167,4.89,33,6.7484665,1,1,0,23.9121
1090,42,3.0699999,0,.87931001,4.77,5,1.048218,0,1,0,22.752899
1110,18,3.22,1,.94736999,5.91,10,1.6920474,0,1,0,34.928101
950,38,2.1800001,0,.79245001,5.84,300,51.369862,0,1,0,34.105598
1050,16,1.6799999,0,.69354999,4.89,198,40.490799,1,1,0,23.9121
820,15,2.53,0,.70832998,5.51,133,24.137932,1,1,0,30.3601
1010,16,3.3099999,0,1.29545,.1,3,30,1,1,0,.0099999998
